marca,modelo,año,versión,general,confort,desempeño,tecnología,ostentosidad,deportividad,economía,eficiencia,seguridad,ecología,a_favor,en_contra,cP,cN,nombre
HYUNDAI,GRAND I10 SEDAN,2021,GL MID,7.1,7.666666666666667,7.333333333333333,8.0,7.0,7.5,7.0,7.5,6.5,7.5,"Interiores bonitos y bien terminados.,Es muy cómodo para la ciudad.,El espacio interior y la cajuela están bien aprovechados.","La banca trasera es fija.,Ofrece lo mínimo en seguridad, por detrás de la competencia.,La transmisión automática le resta eficiencia. Mejor manual.",,,HYUNDAI GRAND I10 SEDAN GL MID
HYUNDAI,GRAND I10 SEDAN,2021,GL S,7.1,7.666666666666667,7.333333333333333,8.0,7.0,7.5,7.0,7.5,6.5,7.5,"Interiores bonitos y bien terminados.,Es muy cómodo para la ciudad.,El espacio interior y la cajuela están bien aprovechados.","La banca trasera es fija.,Ofrece lo mínimo en seguridad, por detrás de la competencia.,La transmisión automática le resta eficiencia. Mejor manual.",,,HYUNDAI GRAND I10 SEDAN GL S
HONDA,BR-V,2021,UNIQ,7.6,8.333333333333334,7.0,7.0,7.5,7.0,8.0,9.0,6.75,9.0,"El aprovechamiento del espacio interior es muy bueno.,Buen rendimiento de combustible.,Queda un espacio decente de cajuela con la tercera fila arriba.","Sólo lleva dos airbags.,El volante no se ajusta de profundidad ni el asiento de altura.,La dirección retroalimenta poco.",,,HONDA BR-V UNIQ
HONDA,BR-V,2021,PRIME,7.6,8.333333333333334,7.0,7.0,7.5,7.0,8.0,9.0,6.75,9.0,"El aprovechamiento del espacio interior es muy bueno.,Buen rendimiento de combustible.,Queda un espacio decente de cajuela con la tercera fila arriba.","Sólo lleva dos airbags.,El volante no se ajusta de profundidad ni el asiento de altura.,La dirección retroalimenta poco.",,,HONDA BR-V PRIME
HONDA,CITY,2020,LX MT,,,,,,,,,,,,,,1.0,HONDA CITY LX MT
HONDA,CITY,2020,LX CVT,,,,,,,,,,,,,,1.0,HONDA CITY LX CVT
HONDA,CITY,2020,EX CVT,,,,,,,,,,,,,,1.0,HONDA CITY EX CVT
HONDA,CIVIC,2020,EX,6.5,6.7625,8.34,8.4,8.5,7.25,4.333333333333333,4.925,8.433333333333334,5.25,"Estética muy diferenciada, comportamiento dinámico, tacto de dirección y cambio, anchura interior, calidad de construcción Prestaciones/consumos,Habitabilidad,Capacidad de baúl,Evolución estética La respuesta del motor turbo, poco retraso.,Buenos acabados al interior.,El manejo equilibra confort con sensaciones deportivas.","Interior de materiales sencillos, aprovechamiento de la longitud total Solo versiones automáticas,Precio,Algunos faltantes de confort,Auxilio temporal Un monitor de punto ciego puede ser más práctico que el sistema LaneWatch.,Precio elevado.,La transmisión CVT ayuda al consumo, pero no al carácter deportivo del auto.",1.0,,HONDA CIVIC EX
HONDA,CIVIC,2020,I-STYLE,6.5,6.7625,8.34,8.4,8.5,7.25,4.333333333333333,4.925,8.433333333333334,5.25,"Estética muy diferenciada, comportamiento dinámico, tacto de dirección y cambio, anchura interior, calidad de construcción Prestaciones/consumos,Habitabilidad,Capacidad de baúl,Evolución estética La respuesta del motor turbo, poco retraso.,Buenos acabados al interior.,El manejo equilibra confort con sensaciones deportivas.","Interior de materiales sencillos, aprovechamiento de la longitud total Solo versiones automáticas,Precio,Algunos faltantes de confort,Auxilio temporal Un monitor de punto ciego puede ser más práctico que el sistema LaneWatch.,Precio elevado.,La transmisión CVT ayuda al consumo, pero no al carácter deportivo del auto.",1.0,,HONDA CIVIC I-STYLE
HONDA,CIVIC,2020,TURBO PLUS,6.5,6.7625,8.34,8.4,8.5,7.25,4.333333333333333,4.925,8.433333333333334,5.25,"Estética muy diferenciada, comportamiento dinámico, tacto de dirección y cambio, anchura interior, calidad de construcción Prestaciones/consumos,Habitabilidad,Capacidad de baúl,Evolución estética La respuesta del motor turbo, poco retraso.,Buenos acabados al interior.,El manejo equilibra confort con sensaciones deportivas.","Interior de materiales sencillos, aprovechamiento de la longitud total Solo versiones automáticas,Precio,Algunos faltantes de confort,Auxilio temporal Un monitor de punto ciego puede ser más práctico que el sistema LaneWatch.,Precio elevado.,La transmisión CVT ayuda al consumo, pero no al carácter deportivo del auto.",1.0,,HONDA CIVIC TURBO PLUS
HONDA,CIVIC,2020,TOURING,6.5,6.7625,8.34,8.4,8.5,7.25,4.333333333333333,4.925,8.433333333333334,5.25,"Estética muy diferenciada, comportamiento dinámico, tacto de dirección y cambio, anchura interior, calidad de construcción Prestaciones/consumos,Habitabilidad,Capacidad de baúl,Evolución estética La respuesta del motor turbo, poco retraso.,Buenos acabados al interior.,El manejo equilibra confort con sensaciones deportivas.","Interior de materiales sencillos, aprovechamiento de la longitud total Solo versiones automáticas,Precio,Algunos faltantes de confort,Auxilio temporal Un monitor de punto ciego puede ser más práctico que el sistema LaneWatch.,Precio elevado.,La transmisión CVT ayuda al consumo, pero no al carácter deportivo del auto.",1.0,,HONDA CIVIC TOURING
HONDA,C-RV,2020,TURBO,,,,,,,,,,,,,,,HONDA C-RV TURBO
HONDA,C-RV,2020,TURBO PLUS,,,,,,,,,,,,,,,HONDA C-RV TURBO PLUS
HONDA,C-RV,2020,TOURING,,,,,,,,,,,,,,,HONDA C-RV TOURING
HONDA,FIT,2020,FUN MT,7.8,8.299999999999999,8.02,7.95,8.25,8.233333333333333,7.0,7.7,7.733333333333333,8.0,"ESP/Seis airbags,Habitabilidad,Consumo,Calidad general,Confiabilidad El espacio interior: muy bien aprovechado.,La respuesta del motor es buena.,Una vez que te acostumbras, LaneWatch es útil.","Precio,Unica versión,Autonomía,Auxilio temporal,Reacción CVT No lleva control electrónico de estabilidad.,Le faltan las bolsas de aire tipo cortina.,No es barato.",1.0,,HONDA FIT FUN MT
HONDA,FIT,2020,FUN CVT,7.8,8.299999999999999,8.02,7.95,8.25,8.233333333333333,7.0,7.7,7.733333333333333,8.0,"ESP/Seis airbags,Habitabilidad,Consumo,Calidad general,Confiabilidad El espacio interior: muy bien aprovechado.,La respuesta del motor es buena.,Una vez que te acostumbras, LaneWatch es útil.","Precio,Unica versión,Autonomía,Auxilio temporal,Reacción CVT No lleva control electrónico de estabilidad.,Le faltan las bolsas de aire tipo cortina.,No es barato.",1.0,,HONDA FIT FUN CVT
HONDA,FIT,2020,HIT CVT,7.8,8.299999999999999,8.02,7.95,8.25,8.233333333333333,7.0,7.7,7.733333333333333,8.0,"ESP/Seis airbags,Habitabilidad,Consumo,Calidad general,Confiabilidad El espacio interior: muy bien aprovechado.,La respuesta del motor es buena.,Una vez que te acostumbras, LaneWatch es útil.","Precio,Unica versión,Autonomía,Auxilio temporal,Reacción CVT No lleva control electrónico de estabilidad.,Le faltan las bolsas de aire tipo cortina.,No es barato.",1.0,,HONDA FIT HIT CVT
HONDA,HR-V,2020,UNIQ MT,6.333333333333333,6.762499999999999,7.659999999999999,8.2,8.25,6.175,4.666666666666667,4.775,8.0,5.25,"Espacio interior muy generoso, maletero, practicidad y versatilidad Equipamiento de seguridad/Frenos,Eficiencia del motor,Habitabilidad/Baúl,Función manual CVT,Calidad de terminación Gran versatilidad y practicidad, este sí es un SUV,Honda Lane Watch, toda asistencia extra se agradece,Buena percepción de calidad interior","Diseño extraño, interior algo pobre, gama de motores muy limitada Faltantes de confort,Auxilio temporal,Solo 4x2,Luces mejorables,Sin antiniebla trasero La caja CVT hace que a veces se sienta un poco torpe para responder,Las seis bolsas de aire sólo están disponibles en la versión más cara",,3.0,HONDA HR-V UNIQ MT
HONDA,HR-V,2020,UNIQ CVT,6.333333333333333,6.762499999999999,7.659999999999999,8.2,8.25,6.175,4.666666666666667,4.775,8.0,5.25,"Espacio interior muy generoso, maletero, practicidad y versatilidad Equipamiento de seguridad/Frenos,Eficiencia del motor,Habitabilidad/Baúl,Función manual CVT,Calidad de terminación Gran versatilidad y practicidad, este sí es un SUV,Honda Lane Watch, toda asistencia extra se agradece,Buena percepción de calidad interior","Diseño extraño, interior algo pobre, gama de motores muy limitada Faltantes de confort,Auxilio temporal,Solo 4x2,Luces mejorables,Sin antiniebla trasero La caja CVT hace que a veces se sienta un poco torpe para responder,Las seis bolsas de aire sólo están disponibles en la versión más cara",,3.0,HONDA HR-V UNIQ CVT
HONDA,HR-V,2020,PRIME,6.333333333333333,6.762499999999999,7.659999999999999,8.2,8.25,6.175,4.666666666666667,4.775,8.0,5.25,"Espacio interior muy generoso, maletero, practicidad y versatilidad Equipamiento de seguridad/Frenos,Eficiencia del motor,Habitabilidad/Baúl,Función manual CVT,Calidad de terminación Gran versatilidad y practicidad, este sí es un SUV,Honda Lane Watch, toda asistencia extra se agradece,Buena percepción de calidad interior","Diseño extraño, interior algo pobre, gama de motores muy limitada Faltantes de confort,Auxilio temporal,Solo 4x2,Luces mejorables,Sin antiniebla trasero La caja CVT hace que a veces se sienta un poco torpe para responder,Las seis bolsas de aire sólo están disponibles en la versión más cara",,3.0,HONDA HR-V PRIME
HONDA,HR-V,2020,TOURING,6.333333333333333,6.762499999999999,7.659999999999999,8.2,8.25,6.175,4.666666666666667,4.775,8.0,5.25,"Espacio interior muy generoso, maletero, practicidad y versatilidad Equipamiento de seguridad/Frenos,Eficiencia del motor,Habitabilidad/Baúl,Función manual CVT,Calidad de terminación Gran versatilidad y practicidad, este sí es un SUV,Honda Lane Watch, toda asistencia extra se agradece,Buena percepción de calidad interior","Diseño extraño, interior algo pobre, gama de motores muy limitada Faltantes de confort,Auxilio temporal,Solo 4x2,Luces mejorables,Sin antiniebla trasero La caja CVT hace que a veces se sienta un poco torpe para responder,Las seis bolsas de aire sólo están disponibles en la versión más cara",,3.0,HONDA HR-V TOURING
KIA,NIRO,2020,HEV 1.6L GDI EX,6.199999999999999,5.8,8.666666666666666,8.0,8.25,6.0,4.0,6.0,9.0,8.5,"Consumos, garantía, equipamiento Eficiencia ,Comodidad,Equipamiento de conectividad,La llegada de más equipo de seguridad","Calidad de algunos plásticos, maletero algo justo El precio lo pone cerca de rivales muy difíciles de vencer,Con cubierta de privacidad en la cajuela, el espacio de carga sereduce bastante,El IONIQ comparte mucho con Niro ¿por qué no darle también el freno autónomo de emergencia?",,,KIA NIRO HEV 1.6L GDI EX
KIA,SEDONA,2020,LX ,8.3,9.333333333333334,8.166666666666666,9.0,8.75,8.0,8.5,5.5,8.0,5.5,"El espacio interior: la tercera fila es amplia.,Buen nivel de equipamiento de confort y entretenimiento.,La calidad de marcha es buena, muy cómoda.,Hay versiones relativamente accesibles.","El consumo de gasolina es elevado.,Podría equipar más tecnologías de asistencia de conducción.",,,KIA SEDONA LX 
KIA,SEDONA,2020,EX,8.3,9.333333333333334,8.166666666666666,9.0,8.75,8.0,8.5,5.5,8.0,5.5,"El espacio interior: la tercera fila es amplia.,Buen nivel de equipamiento de confort y entretenimiento.,La calidad de marcha es buena, muy cómoda.,Hay versiones relativamente accesibles.","El consumo de gasolina es elevado.,Podría equipar más tecnologías de asistencia de conducción.",,,KIA SEDONA EX
KIA,SEDONA,2020,EX PACK,8.3,9.333333333333334,8.166666666666666,9.0,8.75,8.0,8.5,5.5,8.0,5.5,"El espacio interior: la tercera fila es amplia.,Buen nivel de equipamiento de confort y entretenimiento.,La calidad de marcha es buena, muy cómoda.,Hay versiones relativamente accesibles.","El consumo de gasolina es elevado.,Podría equipar más tecnologías de asistencia de conducción.",,,KIA SEDONA EX PACK
KIA,SEDONA,2020,SLX,8.3,9.333333333333334,8.166666666666666,9.0,8.75,8.0,8.5,5.5,8.0,5.5,"El espacio interior: la tercera fila es amplia.,Buen nivel de equipamiento de confort y entretenimiento.,La calidad de marcha es buena, muy cómoda.,Hay versiones relativamente accesibles.","El consumo de gasolina es elevado.,Podría equipar más tecnologías de asistencia de conducción.",,,KIA SEDONA SLX
KIA,SELTOS,2020,EX TM,8.3,9.0,8.333333333333334,8.5,8.25,8.0,8.5,7.0,8.0,7.0,"El motor es rico en par: empuja bien.,Muy buen espacio interior, incluso para pasajeros altos.,El equipamiento de confort es muy completo.","Hay margen de mejora en los acabados.,Los Seltos EX y EX Pack llevan motor muy pequeño.,No lleva monitor de punto ciego.",,,KIA SELTOS EX TM
KIA,SELTOS,2020,EX TA,8.3,9.0,8.333333333333334,8.5,8.25,8.0,8.5,7.0,8.0,7.0,"El motor es rico en par: empuja bien.,Muy buen espacio interior, incluso para pasajeros altos.,El equipamiento de confort es muy completo.","Hay margen de mejora en los acabados.,Los Seltos EX y EX Pack llevan motor muy pequeño.,No lleva monitor de punto ciego.",,,KIA SELTOS EX TA
KIA,SELTOS,2020,GT LINE,8.3,9.0,8.333333333333334,8.5,8.25,8.0,8.5,7.0,8.0,7.0,"El motor es rico en par: empuja bien.,Muy buen espacio interior, incluso para pasajeros altos.,El equipamiento de confort es muy completo.","Hay margen de mejora en los acabados.,Los Seltos EX y EX Pack llevan motor muy pequeño.,No lleva monitor de punto ciego.",,,KIA SELTOS GT LINE
KIA,SPORTAJE,2021,LX,,,,,,,,,,,,,,,KIA SPORTAJE LX
KIA,SPORTAJE,2021,SLX,,,,,,,,,,,,,,,KIA SPORTAJE SLX
KIA,FORTE,2020,GT TM,8.6,8.333333333333334,9.166666666666666,8.0,8.25,8.75,,9.0,8.75,9.0,"Ofrece sensaciones deportivas sin sacrificar confort.,El rendimiento de combustible es bueno.,Promete alto desempeño a un precio razonable.,¡Está disponible con transmisión manual!","Algunos acabados pueden mejorar.,El sonido del motor simulado a través de las bocinas suena falso.",2.0,2.0,KIA FORTE GT TM
KIA,FORTE,2020,GT IBT,8.6,8.333333333333334,9.166666666666666,8.0,8.25,8.75,,9.0,8.75,9.0,"Ofrece sensaciones deportivas sin sacrificar confort.,El rendimiento de combustible es bueno.,Promete alto desempeño a un precio razonable.,¡Está disponible con transmisión manual!","Algunos acabados pueden mejorar.,El sonido del motor simulado a través de las bocinas suena falso.",2.0,2.0,KIA FORTE GT IBT
KIA,RIO SEDAN,2020,LX,8.2,8.833333333333334,8.0,9.0,8.25,8.0,8.0,6.5,8.25,6.5,"Buena relación precio/equipamiento,Cómodo para vivir en la ciudad,Espacio interior","Consumos algo elevados,Sistema de sonido,Mucho reflejo de los plásticos del tablero ",,,KIA RIO SEDAN LX
KIA,RIO SEDAN,2020,EX,8.2,8.833333333333334,8.0,9.0,8.25,8.0,8.0,6.5,8.25,6.5,"Buena relación precio/equipamiento,Cómodo para vivir en la ciudad,Espacio interior","Consumos algo elevados,Sistema de sonido,Mucho reflejo de los plásticos del tablero ",,,KIA RIO SEDAN EX
KIA,RIO,2020,LX,6.3999999999999995,6.8374999999999995,7.840000000000001,8.35,8.25,6.225,6.0,5.2,8.033333333333333,5.25,"Relación valor-precio, equipamiento razonable, maletero Habitabilidad/baúl,Con ESP de serie,Terminaciones,Caja automática,Comportamiento equilibrado Buena relación precio/equipamiento,Cómodo para vivir en la ciudad,Espacio interior","Suspensión blanda, calidad de los plásticos Faltantes de confort,ESP solo en Full,Precio,Consumo urbano,Prestaciones domésticas Consumos algo elevados,Sistema de sonido,Mucho reflejo de los plásticos del tablero ",,1.0,KIA RIO LX
KIA,RIO,2020,EX,6.3999999999999995,6.8374999999999995,7.840000000000001,8.35,8.25,6.225,6.0,5.2,8.033333333333333,5.25,"Relación valor-precio, equipamiento razonable, maletero Habitabilidad/baúl,Con ESP de serie,Terminaciones,Caja automática,Comportamiento equilibrado Buena relación precio/equipamiento,Cómodo para vivir en la ciudad,Espacio interior","Suspensión blanda, calidad de los plásticos Faltantes de confort,ESP solo en Full,Precio,Consumo urbano,Prestaciones domésticas Consumos algo elevados,Sistema de sonido,Mucho reflejo de los plásticos del tablero ",,1.0,KIA RIO EX
KIA,SORENTO,2020,LX,6.8,6.574999999999999,8.08,8.1,9.0,5.925,5.333333333333333,4.675,8.233333333333333,5.0,"Espacio, maletero, siete plazas, calidad de terminación, mecánica híbrida Confort de marcha,Habitabilidad,Prestaciones,Calidad general,Garantía Un diseño atractivo y fresco.,Su cuatro cilindros ahorra más fácil que un V6 con poco tráfico.,Es cómodo y fácil de conducir.","Dimensiones, consumos algo elevados, precio Precio,Sin navegador,Consumo urbano,Sin levas,Acceso a la tercera fila El cuadro de instrumentos digital no es mejor que uno análogo.,Mucho equipamiento se reserva sólo para el tope de gama.,El motor genera sólo el poder necesario, no más.",1.0,,KIA SORENTO LX
KIA,SORENTO,2020,EX,6.8,6.574999999999999,8.08,8.1,9.0,5.925,5.333333333333333,4.675,8.233333333333333,5.0,"Espacio, maletero, siete plazas, calidad de terminación, mecánica híbrida Confort de marcha,Habitabilidad,Prestaciones,Calidad general,Garantía Un diseño atractivo y fresco.,Su cuatro cilindros ahorra más fácil que un V6 con poco tráfico.,Es cómodo y fácil de conducir.","Dimensiones, consumos algo elevados, precio Precio,Sin navegador,Consumo urbano,Sin levas,Acceso a la tercera fila El cuadro de instrumentos digital no es mejor que uno análogo.,Mucho equipamiento se reserva sólo para el tope de gama.,El motor genera sólo el poder necesario, no más.",1.0,,KIA SORENTO EX
KIA,SORENTO,2020,SX,6.8,6.574999999999999,8.08,8.1,9.0,5.925,5.333333333333333,4.675,8.233333333333333,5.0,"Espacio, maletero, siete plazas, calidad de terminación, mecánica híbrida Confort de marcha,Habitabilidad,Prestaciones,Calidad general,Garantía Un diseño atractivo y fresco.,Su cuatro cilindros ahorra más fácil que un V6 con poco tráfico.,Es cómodo y fácil de conducir.","Dimensiones, consumos algo elevados, precio Precio,Sin navegador,Consumo urbano,Sin levas,Acceso a la tercera fila El cuadro de instrumentos digital no es mejor que uno análogo.,Mucho equipamiento se reserva sólo para el tope de gama.,El motor genera sólo el poder necesario, no más.",1.0,,KIA SORENTO SX
KIA,SOUL,2020,LX TM,5.800000000000001,5.8,7.666666666666667,8.0,7.75,5.166666666666667,5.666666666666667,6.333333333333333,8.0,9.0,"Coste de uso, diseño, garantía, dos mecánicas, autonomía No escatima en seguridad para reducir su precio.,El espacio interior se aprovecha bien.,Buen equipamiento en relación con el precio.","Precios sin ayudas, ausencia de opciones Motor justo de potencia.,El consumo de combustible se quedó algo corto considerando que la caja era manual.",1.0,2.0,KIA SOUL LX TM
KIA,SOUL,2020,LX TA,5.800000000000001,5.8,7.666666666666667,8.0,7.75,5.166666666666667,5.666666666666667,6.333333333333333,8.0,9.0,"Coste de uso, diseño, garantía, dos mecánicas, autonomía No escatima en seguridad para reducir su precio.,El espacio interior se aprovecha bien.,Buen equipamiento en relación con el precio.","Precios sin ayudas, ausencia de opciones Motor justo de potencia.,El consumo de combustible se quedó algo corto considerando que la caja era manual.",1.0,2.0,KIA SOUL LX TA
KIA,SOUL,2020,EX IBT,5.800000000000001,5.8,7.666666666666667,8.0,7.75,5.166666666666667,5.666666666666667,6.333333333333333,8.0,9.0,"Coste de uso, diseño, garantía, dos mecánicas, autonomía No escatima en seguridad para reducir su precio.,El espacio interior se aprovecha bien.,Buen equipamiento en relación con el precio.","Precios sin ayudas, ausencia de opciones Motor justo de potencia.,El consumo de combustible se quedó algo corto considerando que la caja era manual.",1.0,2.0,KIA SOUL EX IBT
KIA,STINGER,2020,EX,6.35,5.9,9.5,7.5,8.75,7.833333333333333,4.5,3.0,9.0,4.0,"Presentación, diseño, acabados, equipamiento, portón trasero Bien equilibrado entre comodidad y sensación deportiva.,Su apariencia seduce.,El turbo presenta poco retraso.","Maletero pequeño, altura plazas traseras, sin faros LED o xenón en los acabados básicos Poco espacio para cabeza.,No incluye monitor de punto ciego.,Es fácil disparar el consumo de combustible en el tráfico.",,1.0,KIA STINGER EX
KIA,STINGER,2020,GT,6.35,5.9,9.5,7.5,8.75,7.833333333333333,4.5,3.0,9.0,4.0,"Presentación, diseño, acabados, equipamiento, portón trasero Bien equilibrado entre comodidad y sensación deportiva.,Su apariencia seduce.,El turbo presenta poco retraso.","Maletero pequeño, altura plazas traseras, sin faros LED o xenón en los acabados básicos Poco espacio para cabeza.,No incluye monitor de punto ciego.,Es fácil disparar el consumo de combustible en el tráfico.",,1.0,KIA STINGER GT
RENAULT,KWID,2020,INTENS,7.1,6.783333333333334,6.840000000000001,7.25,6.75,6.566666666666666,8.0,8.25,6.666666666666667,10.0,"Multimedia,Precio comparativo,Capacidad de baúl,Motor moderno,Cuatro airbags Muy buen rendimiento de combustible.,Lleva frenos ABS y cuatro airbags en todas sus versiones.,Se siente robusto y apto para la hostilidad urbana.,Hay infotenimiento compatible con Android Auto y Apple CarPlay.","Comportamiento dinámico,Autonomía,Posición de manejo,Habitabilidad trasera,Manejo en ruta Poco espacio interior.,Potencia justa.,No incluye alarma.,El cinturón de seguridad central es sólo pélvico.",11.0,8.0,RENAULT KWID INTENS
RENAULT,KWID,2020,ICONIC,7.1,6.783333333333334,6.840000000000001,7.25,6.75,6.566666666666666,8.0,8.25,6.666666666666667,10.0,"Multimedia,Precio comparativo,Capacidad de baúl,Motor moderno,Cuatro airbags Muy buen rendimiento de combustible.,Lleva frenos ABS y cuatro airbags en todas sus versiones.,Se siente robusto y apto para la hostilidad urbana.,Hay infotenimiento compatible con Android Auto y Apple CarPlay.","Comportamiento dinámico,Autonomía,Posición de manejo,Habitabilidad trasera,Manejo en ruta Poco espacio interior.,Potencia justa.,No incluye alarma.,El cinturón de seguridad central es sólo pélvico.",11.0,8.0,RENAULT KWID ICONIC
RENAULT,KWID,2020,OUTSIDER,7.0,6.783333333333334,6.82,7.4,6.75,6.5,8.0,8.3,6.633333333333333,10.0,"Multimedia,Precio comparativo,Capacidad de baúl,Auxilio original,Cuatro airbags Muy buen rendimiento de combustible.,Lleva frenos ABS y cuatro airbags en todas sus versiones.,Se siente robusto y apto para la hostilidad urbana.,Hay infotenimiento compatible con Android Auto y Apple CarPlay.","Comp. dinámico,Autonomía,Posición de manejo,Habitabilidad trasera,Manejo en ruta Poco espacio interior.,Potencia justa.,No incluye alarma.,El cinturón de seguridad central es sólo pélvico.",11.0,8.0,RENAULT KWID OUTSIDER
RENAULT,CAPTUR,2020,INTENS TM,5.3,5.18,7.050000000000001,7.4,,4.1,3.0,3.3000000000000003,7.3,2.0,"Diseño, posibilidades de personalización, banqueta trasera deslizante Equipamiento,Confort de marcha,Diseño,Robustez estructural","Sin tracción total disponible, calidad de algunos plásticos Radio de giro,Baúl limitado,Consumo en ciudad,Prestaciones",,,RENAULT CAPTUR INTENS TM
RENAULT,CAPTUR,2020,INTENS TA,5.3,5.18,7.050000000000001,7.4,,4.1,3.0,3.3000000000000003,7.3,2.0,"Diseño, posibilidades de personalización, banqueta trasera deslizante Equipamiento,Confort de marcha,Diseño,Robustez estructural","Sin tracción total disponible, calidad de algunos plásticos Radio de giro,Baúl limitado,Consumo en ciudad,Prestaciones",,,RENAULT CAPTUR INTENS TA
RENAULT,STEPWAY,2020,ZEN TM,7.5,7.616666666666667,7.459999999999999,7.6,7.5,7.5,8.0,7.65,7.5,8.0,"ESP,Tratamiento off road,Incorporación del MediaNAV Buen espacio interior y cajuela amplia.,Sensación de robustez: se nota pensado para asfalto en mal estado.,Todas las versiones incluyen control de estabilidad.","Solo airbag frontales,Detalles de calidad,Faltantes de confot Los acabados la interior son sencillos.,Hay margen de mejora en ergonomía.,La transmisión CVT no tiene modo de sobremarcha.",2.0,1.0,RENAULT STEPWAY ZEN TM
RENAULT,STEPWAY,2020,INTENS TM,7.5,7.616666666666667,7.459999999999999,7.6,7.5,7.5,8.0,7.65,7.5,8.0,"ESP,Tratamiento off road,Incorporación del MediaNAV Buen espacio interior y cajuela amplia.,Sensación de robustez: se nota pensado para asfalto en mal estado.,Todas las versiones incluyen control de estabilidad.","Solo airbag frontales,Detalles de calidad,Faltantes de confot Los acabados la interior son sencillos.,Hay margen de mejora en ergonomía.,La transmisión CVT no tiene modo de sobremarcha.",2.0,1.0,RENAULT STEPWAY INTENS TM
RENAULT,STEPWAY,2020,INTENS TA,7.5,7.616666666666667,7.459999999999999,7.6,7.5,7.5,8.0,7.65,7.5,8.0,"ESP,Tratamiento off road,Incorporación del MediaNAV Buen espacio interior y cajuela amplia.,Sensación de robustez: se nota pensado para asfalto en mal estado.,Todas las versiones incluyen control de estabilidad.","Solo airbag frontales,Detalles de calidad,Faltantes de confot Los acabados la interior son sencillos.,Hay margen de mejora en ergonomía.,La transmisión CVT no tiene modo de sobremarcha.",2.0,1.0,RENAULT STEPWAY INTENS TA
TOYOTA,YARIS SEDAN,2020,CORE CVT,,,,,,,,,,,,,,,TOYOTA YARIS SEDAN CORE CVT
TOYOTA,YARIS SEDAN,2020,S MT,,,,,,,,,,,,,,,TOYOTA YARIS SEDAN S MT
TOYOTA,YARIS SEDAN,2020,S CVT,,,,,,,,,,,,,,,TOYOTA YARIS SEDAN S CVT
TOYOTA,YARIS HATCHBACK,2021,S CVT,,,,,,,,,,,,,,,TOYOTA YARIS HATCHBACK S CVT
TOYOTA,COROLLA,2020,BASE MT,6.6000000000000005,6.225,7.76,7.8,8.75,6.175,3.0,6.275,8.5,8.25,"Calidad de terminación, equipamiento de seguridad, motor 180 CV Equipamiento,Faros bi led,Habitabilidad,Confiabilidad Su diseño por fin tiene personalidad.,La calidad de marcha mejora muchísimo.,El equipamiento de serie, al menos en EE. UU., es muy completo.","Cambio CVT, sin opciones de personalización Radio de giro,Tenida direccional,Despeje delantero,Auxilio temporal Poco espacio interior... en el hatchback.,La transmisión CVT ha mejorado, pero aún no es perfecta.,Quizá no llegue a México con esta carrocería.",,1.0,TOYOTA COROLLA BASE MT
TOYOTA,COROLLA,2020,BASE CVT,6.6000000000000005,6.225,7.76,7.8,8.75,6.175,3.0,6.275,8.5,8.25,"Calidad de terminación, equipamiento de seguridad, motor 180 CV Equipamiento,Faros bi led,Habitabilidad,Confiabilidad Su diseño por fin tiene personalidad.,La calidad de marcha mejora muchísimo.,El equipamiento de serie, al menos en EE. UU., es muy completo.","Cambio CVT, sin opciones de personalización Radio de giro,Tenida direccional,Despeje delantero,Auxilio temporal Poco espacio interior... en el hatchback.,La transmisión CVT ha mejorado, pero aún no es perfecta.,Quizá no llegue a México con esta carrocería.",,1.0,TOYOTA COROLLA BASE CVT
TOYOTA,COROLLA,2020,LE CVT,6.6000000000000005,6.225,7.76,7.8,8.75,6.175,3.0,6.275,8.5,8.25,"Calidad de terminación, equipamiento de seguridad, motor 180 CV Equipamiento,Faros bi led,Habitabilidad,Confiabilidad Su diseño por fin tiene personalidad.,La calidad de marcha mejora muchísimo.,El equipamiento de serie, al menos en EE. UU., es muy completo.","Cambio CVT, sin opciones de personalización Radio de giro,Tenida direccional,Despeje delantero,Auxilio temporal Poco espacio interior... en el hatchback.,La transmisión CVT ha mejorado, pero aún no es perfecta.,Quizá no llegue a México con esta carrocería.",,1.0,TOYOTA COROLLA LE CVT
TOYOTA,COROLLA,2020,SE CVT,6.6000000000000005,6.225,7.76,7.8,8.75,6.175,3.0,6.275,8.5,8.25,"Calidad de terminación, equipamiento de seguridad, motor 180 CV Equipamiento,Faros bi led,Habitabilidad,Confiabilidad Su diseño por fin tiene personalidad.,La calidad de marcha mejora muchísimo.,El equipamiento de serie, al menos en EE. UU., es muy completo.","Cambio CVT, sin opciones de personalización Radio de giro,Tenida direccional,Despeje delantero,Auxilio temporal Poco espacio interior... en el hatchback.,La transmisión CVT ha mejorado, pero aún no es perfecta.,Quizá no llegue a México con esta carrocería.",,1.0,TOYOTA COROLLA SE CVT
